(0001, 'RED', 'PALLET TOWN'),
(0011, 'RED', 'VIRIDIAN FOREST'),
(0011, 'BLUE', 'ROUTE 24'),
(0011, 'BLUE', 'ROUTE 25'),
(0011, 'BLUE', 'VIRIDIAN FOREST'),
(0011, 'YELLOW', 'ROUTE 24'),
(0011, 'YELLOW', 'ROUTE 25'),
(0011, 'YELLOW', 'VIRIDIAN FOREST'),
(0012, 'RED', 'NATIONAL PARK'),
(0012, 'BLUE', 'NATIONAL PARK'),
(0012, 'YELLOW', 'NATIONAL PARK'),
(0013, 'RED', 'ROUTE 2'),
(0013, 'RED', 'ROUTE 24'),
(0013, 'RED', 'ROUTE 25'),
(0013, 'RED', 'VIRIDIAN FOREST'),
(0013, 'BLUE', 'ROUTE 2'),
(0013, 'BLUE', 'ROUTE 24'),
(0013, 'BLUE', 'ROUTE 25'),
(0013, 'BLUE', 'VIRIDIAN FOREST'),
(0013, 'YELLOW', 'ROUTE 2'),
(0013, 'YELLOW', 'ROUTE 24'),
(0013, 'YELLOW', 'ROUTE 25'),
(0013, 'YELLOW', 'VIRIDIAN FOREST'),
(0014, 'RED', 'ROUTE 25'),
(0014, 'RED', 'VIRIDIAN FOREST'),
(0014, 'BLUE', 'ROUTE 25'),
(0014, 'BLUE', 'VIRIDIAN FOREST'),
(0014, 'YELLOW', 'ROUTE 25'),
(0014, 'YELLOW', 'VIRIDIAN FOREST'),
(0016, 'RED', 'ROUTE 1'),
(0016, 'RED', 'ROUTE 2'),
(0016, 'RED', 'ROUTE 3'),
(0016, 'RED', 'ROUTE 5'),
(0016, 'RED', 'ROUTE 6'),
(0016, 'RED', 'ROUTE 7'),
(0016, 'RED', 'ROUTE 8'),
(0016, 'RED', 'ROUTE 12'),
(0016, 'RED', 'ROUTE 13'),
(0016, 'RED', 'ROUTE 14'),
(0016, 'RED', 'ROUTE 15'),
(0016, 'RED', 'ROUTE 21'),
(0016, 'RED', 'ROUTE 24'),
(0016, 'RED', 'ROUTE 25'),
(0016, 'BLUE', 'ROUTE 1'),
(0016, 'BLUE', 'ROUTE 2'),
(0016, 'BLUE', 'ROUTE 3'),
(0016, 'BLUE', 'ROUTE 5'),
(0016, 'BLUE', 'ROUTE 6'),
(0016, 'BLUE', 'ROUTE 7'),
(0016, 'BLUE', 'ROUTE 8'),
(0016, 'BLUE', 'ROUTE 12'),
(0016, 'BLUE', 'ROUTE 13'),
(0016, 'BLUE', 'ROUTE 14'),
(0016, 'BLUE', 'ROUTE 15'),
(0016, 'BLUE', 'ROUTE 21'),
(0016, 'BLUE', 'ROUTE 24'),
(0016, 'BLUE', 'ROUTE 25'),
(0016, 'YELLOW', 'ROUTE 1'),
(0016, 'YELLOW', 'ROUTE 2'),
(0016, 'YELLOW', 'ROUTE 5'),
(0016, 'YELLOW', 'ROUTE 6'),
(0016, 'YELLOW', 'ROUTE 7'),
(0016, 'YELLOW', 'ROUTE 8'),
(0016, 'YELLOW', 'ROUTE 11'),
(0016, 'YELLOW', 'ROUTE 12'),
(0016, 'YELLOW', 'ROUTE 13'),
(0016, 'YELLOW', 'ROUTE 21'),
(0016, 'YELLOW', 'ROUTE 24'),
(0016, 'YELLOW', 'ROUTE 25'),
(0016, 'YELLOW', 'VIRIDIAN FOREST'),
(0017, 'RED', 'ROUTE 14'),
(0017, 'RED', 'ROUTE 15'),
(0017, 'RED', 'ROUTE 21'),
(0017, 'BLUE', 'ROUTE 14'),
(0017, 'BLUE', 'ROUTE 15'),
(0017, 'BLUE', 'ROUTE 21'),
(0017, 'YELLOW', 'ROUTE 5'),
(0017, 'YELLOW', 'ROUTE 6'),
(0017, 'YELLOW', 'ROUTE 7'),
(0017, 'YELLOW', 'ROUTE 8'),
(0017, 'YELLOW', 'ROUTE 11'),
(0017, 'YELLOW', 'ROUTE 12'),
(0017, 'YELLOW', 'ROUTE 13'),
(0017, 'YELLOW', 'ROUTE 14'),
(0017, 'YELLOW', 'ROUTE 15'),
(0017, 'YELLOW', 'ROUTE 21'),
(0017, 'YELLOW', 'ROUTE 24'),
(0017, 'YELLOW', 'ROUTE 25'),
(0017, 'YELLOW', 'VIRIDIAN FOREST'),
(0019, 'RED', 'ROUTE 1'),
(0019, 'RED', 'ROUTE 2'),
(0019, 'RED', 'ROUTE 4'),
(0019, 'RED', 'ROUTE 9'),
(0019, 'RED', 'ROUTE 16'),
(0019, 'RED', 'ROUTE 21'),
(0019, 'RED', 'ROUTE 22'),
(0019, 'BLUE', 'ROUTE 1'),
(0019, 'BLUE', 'ROUTE 2'),
(0019, 'BLUE', 'ROUTE 4'),
(0019, 'BLUE', 'ROUTE 9'),
(0019, 'BLUE', 'ROUTE 16'),
(0019, 'BLUE', 'ROUTE 21'),
(0019, 'BLUE', 'ROUTE 22'),
(0019, 'YELLOW', 'ROUTE 1'),
(0019, 'YELLOW', 'ROUTE 2'),
(0019, 'YELLOW', 'ROUTE 3'),
(0019, 'YELLOW', 'ROUTE 4'),
(0019, 'YELLOW', 'ROUTE 5'),
(0019, 'YELLOW', 'ROUTE 6'),
(0019, 'YELLOW', 'ROUTE 7'),
(0019, 'YELLOW', 'ROUTE 8'),
(0019, 'YELLOW', 'ROUTE 9'),
(0019, 'YELLOW', 'ROUTE 10'),
(0019, 'YELLOW', 'ROUTE 11'),
(0019, 'YELLOW', 'ROUTE 16'),
(0019, 'YELLOW', 'ROUTE 18'),
(0019, 'YELLOW', 'ROUTE 21'),
(0019, 'YELLOW', 'ROUTE 22'),
(0019, 'YELLOW', 'POKÉMON MANSION'),
(0020, 'RED', 'ROUTE 16'),
(0020, 'RED', 'ROUTE 17'),
(0020, 'RED', 'ROUTE 18'),
(0020, 'RED', 'ROUTE 21'),
(0020, 'BLUE', 'ROUTE 16'),
(0020, 'BLUE', 'ROUTE 17'),
(0020, 'BLUE', 'ROUTE 18'),
(0020, 'BLUE', 'ROUTE 21'),
(0020, 'YELLOW', 'ROUTE 9'),
(0020, 'YELLOW', 'ROUTE 10'),
(0020, 'YELLOW', 'ROUTE 11'),
(0020, 'YELLOW', 'ROUTE 16'),
(0020, 'YELLOW', 'ROUTE 18'),
(0020, 'YELLOW', 'ROUTE 21'),
(0020, 'YELLOW', 'POKÉMON MANSION'),
(0021, 'RED', 'ROUTE 3'),
(0021, 'RED', 'ROUTE 4'),
(0021, 'RED', 'ROUTE 9'),
(0021, 'RED', 'ROUTE 10'),
(0021, 'RED', 'ROUTE 11'),
(0021, 'RED', 'ROUTE 16'),
(0021, 'RED', 'ROUTE 17'),
(0021, 'RED', 'ROUTE 18'),
(0021, 'RED', 'ROUTE 22'),
(0021, 'RED', 'ROUTE 23'),
(0021, 'BLUE', 'ROUTE 3'),
(0021, 'BLUE', 'ROUTE 4'),
(0021, 'BLUE', 'ROUTE 9'),
(0021, 'BLUE', 'ROUTE 10'),
(0021, 'BLUE', 'ROUTE 11'),
(0021, 'BLUE', 'ROUTE 16'),
(0021, 'BLUE', 'ROUTE 17'),
(0021, 'BLUE', 'ROUTE 18'),
(0021, 'BLUE', 'ROUTE 22'),
(0021, 'BLUE', 'ROUTE 23'),
(0021, 'YELLOW', 'ROUTE 3'),
(0021, 'YELLOW', 'ROUTE 4'),
(0021, 'YELLOW', 'ROUTE 9'),
(0021, 'YELLOW', 'ROUTE 16'),
(0021, 'YELLOW', 'ROUTE 18'),
(0021, 'YELLOW', 'ROUTE 22'),
(0022, 'RED', 'ROUTE 17'),
(0022, 'RED', 'ROUTE 18'),
(0022, 'RED', 'ROUTE 23'),
(0022, 'BLUE', 'ROUTE 17'),
(0022, 'BLUE', 'ROUTE 18'),
(0022, 'BLUE', 'ROUTE 23'),
(0022, 'YELLOW', 'ROUTE 9'),
(0022, 'YELLOW', 'ROUTE 16'),
(0022, 'YELLOW', 'ROUTE 17'),
(0022, 'YELLOW', 'ROUTE 18'),
(0022, 'YELLOW', 'ROUTE 23'),
(0023, 'RED', 'ROUTE 4'),
(0023, 'RED', 'ROUTE 8'),
(0023, 'RED', 'ROUTE 9'),
(0023, 'RED', 'ROUTE 10'),
(0023, 'RED', 'ROUTE 11'),
(0023, 'RED', 'ROUTE 23'),
(0023, 'BLUE', 'ROUTE 4'),
(0023, 'BLUE', 'ROUTE 8'),
(0023, 'BLUE', 'ROUTE 9'),
(0023, 'BLUE', 'ROUTE 10'),
(0023, 'BLUE', 'ROUTE 11'),
(0023, 'BLUE', 'ROUTE 23'),
(0023, 'YELLOW', 'ROUTE 4'),
(0023, 'YELLOW', 'ROUTE 8'),
(0023, 'YELLOW', 'ROUTE 9'),
(0023, 'YELLOW', 'ROUTE 10'),
(0023, 'YELLOW', 'ROUTE 11'),
(0023, 'YELLOW', 'ROUTE 23'),
(0025, 'RED', 'POWER PLANT'),
(0025, 'RED', 'VIRIDIAN FOREST'),
(0025, 'BLUE', 'POWER PLANT'),
(0025, 'BLUE', 'VIRIDIAN FOREST'),
(0025, 'YELLOW', 'PALLET TOWN'),
(0028, 'RED', 'ROUTE 23'),
(0028, 'RED', 'CERULEAN CAVE'),
(0028, 'BLUE', 'ROUTE 23'),
(0028, 'BLUE', 'CERULEAN CAVE'),
(0028, 'YELLOW', 'ROUTE 23'),
(0028, 'YELLOW', 'CERULEAN CAVE'),
(0029, 'RED', 'ROUTE 5'),
(0029, 'RED', 'ROUTE 22'),
(0029, 'RED', 'UNDERGROUND PATH 5-6'),
(0029, 'RED', 'SAFARI ZONE'),
(0029, 'BLUE', 'ROUTE 5'),
(0029, 'BLUE', 'ROUTE 22'),
(0029, 'BLUE', 'UNDERGROUND PATH 5-6'),
(0029, 'BLUE', 'SAFARI ZONE'),
(0029, 'YELLOW', 'ROUTE 2'),
(0029, 'YELLOW', 'ROUTE 9'),
(0029, 'YELLOW', 'ROUTE 10'),
(0029, 'YELLOW', 'ROUTE 22'),
(0029, 'YELLOW', 'SAFARI ZONE'),
(0030, 'RED', 'ROUTE 11'),
(0030, 'RED', 'SAFARI ZONE'),
(0030, 'BLUE', 'ROUTE 11'),
(0030, 'BLUE', 'SAFARI ZONE'),
(0030, 'YELLOW', 'ROUTE 11'),
(0030, 'YELLOW', 'SAFARI ZONE'),
(0032, 'RED', 'ROUTE 22'),
(0032, 'RED', 'SAFARI ZONE'),
(0032, 'BLUE', 'ROUTE 22'),
(0032, 'BLUE', 'SAFARI ZONE'),
(0032, 'YELLOW', 'ROUTE 2'),
(0032, 'YELLOW', 'ROUTE 9'),
(0032, 'YELLOW', 'ROUTE 10'),
(0032, 'YELLOW', 'ROUTE 22'),
(0032, 'YELLOW', 'SAFARI ZONE'),
(0033, 'RED', 'CELADON CITY'),
(0033, 'RED', 'SAFARI ZONE'),
(0033, 'BLUE', 'CELADON CITY'),
(0033, 'BLUE', 'SAFARI ZONE'),
(0033, 'YELLOW', 'CELADON CITY'),
(0033, 'YELLOW', 'SAFARI ZONE'),
(0035, 'RED', 'CELADON CITY'),
(0035, 'RED', 'MT. MOON'),
(0035, 'BLUE', 'CELADON CITY'),
(0035, 'BLUE', 'MT. MOON'),
(0035, 'YELLOW', 'MT. MOON'),
(0039, 'RED', 'ROUTE 3'),
(0039, 'BLUE', 'ROUTE 3'),
(0039, 'YELLOW', 'ROUTE 5'),
(0039, 'YELLOW', 'ROUTE 6'),
(0039, 'YELLOW', 'ROUTE 7'),
(0039, 'YELLOW', 'ROUTE 8'),
(0040, 'RED', 'CERULEAN CAVE'),
(0040, 'BLUE', 'CERULEAN CAVE'),
(0040, 'YELLOW', 'CELADON CITY'),
(0041, 'RED', 'MT. MOON'),
(0041, 'RED', 'ROCK TUNNEL'),
(0041, 'RED', 'SEAFOAM ISLANDS'),
(0041, 'RED', 'VICTORY ROAD'),
(0041, 'BLUE', 'MT. MOON'),
(0041, 'BLUE', 'ROCK TUNNEL'),
(0041, 'BLUE', 'SEAFOAM ISLANDS'),
(0041, 'BLUE', 'VICTORY ROAD'),
(0041, 'YELLOW', 'MT. MOON'),
(0041, 'YELLOW', 'ROCK TUNNEL'),
(0041, 'YELLOW', 'SEAFOAM ISLANDS'),
(0041, 'YELLOW', 'VICTORY ROAD'),
(0042, 'RED', 'DARK CAVE'),
(0042, 'RED', 'ICE PATH'),
(0042, 'RED', 'MT. MORTAR'),
(0042, 'RED', 'MT. SILVER'),
(0042, 'RED', 'SLOWPOKE WELL'),
(0042, 'RED', 'TOHJO FALLS'),
(0042, 'RED', 'UNION CAVE'),
(0042, 'RED', 'WHIRL ISLANDS'),
(0042, 'RED', 'VICTORY ROAD'),
(0042, 'BLUE', 'DARK CAVE'),
(0042, 'BLUE', 'ICE PATH'),
(0042, 'BLUE', 'MT. MORTAR'),
(0042, 'BLUE', 'MT. SILVER'),
(0042, 'BLUE', 'SLOWPOKE WELL'),
(0042, 'BLUE', 'TOHJO FALLS'),
(0042, 'BLUE', 'UNION CAVE'),
(0042, 'BLUE', 'WHIRL ISLANDS'),
(0042, 'BLUE', 'VICTORY ROAD'),
(0042, 'YELLOW', 'DARK CAVE'),
(0042, 'YELLOW', 'ICE PATH'),
(0042, 'YELLOW', 'MT. MORTAR'),
(0042, 'YELLOW', 'MT. SILVER'),
(0042, 'YELLOW', 'SLOWPOKE WELL'),
(0042, 'YELLOW', 'TOHJO FALLS'),
(0042, 'YELLOW', 'UNION CAVE'),
(0042, 'YELLOW', 'WHIRL ISLANDS'),
(0042, 'YELLOW', 'VICTORY ROAD'),
(0043, 'RED', 'ROUTE 5'),
(0043, 'RED', 'ROUTE 6'),
(0043, 'RED', 'ROUTE 7'),
(0043, 'RED', 'ROUTE 12'),
(0043, 'RED', 'ROUTE 13'),
(0043, 'RED', 'ROUTE 14'),
(0043, 'RED', 'ROUTE 15'),
(0043, 'RED', 'ROUTE 24'),
(0043, 'RED', 'ROUTE 25'),
(0043, 'BLUE', 'ROUTE 5'),
(0043, 'BLUE', 'ROUTE 6'),
(0043, 'BLUE', 'ROUTE 7'),
(0043, 'BLUE', 'ROUTE 12'),
(0043, 'BLUE', 'ROUTE 13'),
(0043, 'BLUE', 'ROUTE 14'),
(0043, 'BLUE', 'ROUTE 15'),
(0043, 'BLUE', 'ROUTE 24'),
(0043, 'BLUE', 'ROUTE 25'),
(0043, 'YELLOW', 'ROUTE 5'),
(0043, 'YELLOW', 'ROUTE 6'),
(0043, 'YELLOW', 'ROUTE 7'),
(0043, 'YELLOW', 'ROUTE 12'),
(0043, 'YELLOW', 'ROUTE 13'),
(0043, 'YELLOW', 'ROUTE 14'),
(0043, 'YELLOW', 'ROUTE 15'),
(0043, 'YELLOW', 'ROUTE 24'),
(0043, 'YELLOW', 'ROUTE 25'),
(0046, 'RED', 'MT. MOON'),
(0046, 'RED', 'SAFARI ZONE'),
(0046, 'BLUE', 'MT. MOON'),
(0046, 'BLUE', 'SAFARI ZONE'),
(0046, 'YELLOW', 'MT. MOON'),
(0046, 'YELLOW', 'SAFARI ZONE'),
(0047, 'RED', 'CERULEAN CAVE'),
(0047, 'RED', 'SAFARI ZONE'),
(0047, 'BLUE', 'CERULEAN CAVE'),
(0047, 'BLUE', 'SAFARI ZONE'),
(0047, 'YELLOW', 'ROUTE 18'),
(0047, 'YELLOW', 'CERULEAN CAVE'),
(0047, 'YELLOW', 'SAFARI ZONE'),
(0048, 'RED', 'ROUTE 12'),
(0048, 'RED', 'ROUTE 13'),
(0048, 'RED', 'ROUTE 14'),
(0048, 'RED', 'ROUTE 15'),
(0048, 'RED', 'SAFARI ZONE'),
(0048, 'BLUE', 'ROUTE 12'),
(0048, 'BLUE', 'ROUTE 13'),
(0048, 'BLUE', 'ROUTE 14'),
(0048, 'BLUE', 'ROUTE 15'),
(0048, 'BLUE', 'SAFARI ZONE'),
(0048, 'YELLOW', 'ROUTE 14'),
(0048, 'YELLOW', 'ROUTE 15'),
(0048, 'YELLOW', 'ROUTE 24'),
(0048, 'YELLOW', 'ROUTE 25'),
(0049, 'RED', 'CERULEAN CAVE'),
(0049, 'RED', 'SAFARI ZONE'),
(0049, 'RED', 'VICTORY ROAD'),
(0049, 'BLUE', 'CERULEAN CAVE'),
(0049, 'BLUE', 'SAFARI ZONE'),
(0049, 'BLUE', 'VICTORY ROAD'),
(0049, 'YELLOW', 'ROUTE 14'),
(0049, 'YELLOW', 'ROUTE 15'),
(0049, 'YELLOW', 'CERULEAN CAVE'),
(0050, 'RED', 'DIGLETT''S CAVE'),
(0050, 'BLUE', 'DIGLETT''S CAVE'),
(0050, 'YELLOW', 'DIGLETT''S CAVE'),
(0051, 'RED', 'DIGLETT''S CAVE'),
(0051, 'BLUE', 'DIGLETT''S CAVE'),
(0051, 'YELLOW', 'ROUTE 11'),
(0051, 'YELLOW', 'DIGLETT''S CAVE'),
(0054, 'RED', 'ROUTE 24'),
(0054, 'RED', 'ROUTE 25'),
(0054, 'RED', 'SEAFOAM ISLANDS'),
(0054, 'RED', 'SAFARI ZONE'),
(0054, 'BLUE', 'ROUTE 24'),
(0054, 'BLUE', 'ROUTE 25'),
(0054, 'BLUE', 'SEAFOAM ISLANDS'),
(0054, 'BLUE', 'SAFARI ZONE'),
(0054, 'YELLOW', 'ROUTE 6'),
(0055, 'RED', 'SEAFOAM ISLANDS'),
(0055, 'BLUE', 'SEAFOAM ISLANDS'),
(0055, 'YELLOW', 'ROUTE 6'),
(0056, 'RED', 'ROUTE 5'),
(0056, 'RED', 'ROUTE 6'),
(0056, 'RED', 'ROUTE 7'),
(0056, 'RED', 'ROUTE 8'),
(0056, 'BLUE', 'ROUTE 5'),
(0056, 'BLUE', 'ROUTE 6'),
(0056, 'BLUE', 'ROUTE 7'),
(0056, 'BLUE', 'ROUTE 8'),
(0056, 'YELLOW', 'ROUTE 5'),
(0056, 'YELLOW', 'ROUTE 6'),
(0056, 'YELLOW', 'ROUTE 7'),
(0056, 'YELLOW', 'ROUTE 8'),
(0058, 'RED', 'ROUTE 7'),
(0058, 'RED', 'ROUTE 8'),
(0058, 'RED', 'POKÉMON MANSION'),
(0058, 'BLUE', 'ROUTE 7'),
(0058, 'BLUE', 'ROUTE 8'),
(0058, 'BLUE', 'POKÉMON MANSION'),
(0058, 'YELLOW', 'ROUTE 7'),
(0058, 'YELLOW', 'ROUTE 8'),
(0058, 'YELLOW', 'POKÉMON MANSION'),
(0060, 'RED', 'ROUTE 6'),
(0060, 'RED', 'ROUTE 10'),
(0060, 'RED', 'ROUTE 11'),
(0060, 'RED', 'ROUTE 12'),
(0060, 'RED', 'ROUTE 13'),
(0060, 'RED', 'ROUTE 17'),
(0060, 'RED', 'ROUTE 18'),
(0060, 'RED', 'ROUTE 19'),
(0060, 'RED', 'ROUTE 20'),
(0060, 'RED', 'ROUTE 21'),
(0060, 'RED', 'ROUTE 22'),
(0060, 'RED', 'ROUTE 23'),
(0060, 'RED', 'ROUTE 24'),
(0060, 'RED', 'ROUTE 25'),
(0060, 'RED', 'CELADON CITY'),
(0060, 'RED', 'CERULEAN CAVE'),
(0060, 'RED', 'FUCHSIA CITY'),
(0060, 'RED', 'PALLET TOWN'),
(0060, 'RED', 'SEAFOAM ISLANDS'),
(0060, 'RED', 'VERMILION CITY'),
(0060, 'RED', 'VIRIDIAN CITY'),
(0060, 'RED', 'SAFARI ZONE'),
(0060, 'BLUE', 'ROUTE 6'),
(0060, 'BLUE', 'ROUTE 10'),
(0060, 'BLUE', 'ROUTE 11'),
(0060, 'BLUE', 'ROUTE 12'),
(0060, 'BLUE', 'ROUTE 13'),
(0060, 'BLUE', 'ROUTE 17'),
(0060, 'BLUE', 'ROUTE 18'),
(0060, 'BLUE', 'ROUTE 19'),
(0060, 'BLUE', 'ROUTE 20'),
(0060, 'BLUE', 'ROUTE 21'),
(0060, 'BLUE', 'ROUTE 22'),
(0060, 'BLUE', 'ROUTE 23'),
(0060, 'BLUE', 'ROUTE 24'),
(0060, 'BLUE', 'ROUTE 25'),
(0060, 'BLUE', 'CELADON CITY'),
(0060, 'BLUE', 'CERULEAN CAVE'),
(0060, 'BLUE', 'FUCHSIA CITY'),
(0060, 'BLUE', 'PALLET TOWN'),
(0060, 'BLUE', 'SEAFOAM ISLANDS'),
(0060, 'BLUE', 'VERMILION CITY'),
(0060, 'BLUE', 'VIRIDIAN CITY'),
(0060, 'BLUE', 'SAFARI ZONE'),
(0060, 'YELLOW', 'ROUTE 6'),
(0060, 'YELLOW', 'ROUTE 10'),
(0060, 'YELLOW', 'ROUTE 11'),
(0060, 'YELLOW', 'ROUTE 12'),
(0060, 'YELLOW', 'ROUTE 13'),
(0060, 'YELLOW', 'ROUTE 17'),
(0060, 'YELLOW', 'ROUTE 18'),
(0060, 'YELLOW', 'ROUTE 19'),
(0060, 'YELLOW', 'ROUTE 20'),
(0060, 'YELLOW', 'ROUTE 21'),
(0060, 'YELLOW', 'ROUTE 22'),
(0060, 'YELLOW', 'ROUTE 23'),
(0060, 'YELLOW', 'ROUTE 24'),
(0060, 'YELLOW', 'ROUTE 25'),
(0060, 'YELLOW', 'CELADON CITY'),
(0060, 'YELLOW', 'CERULEAN CAVE'),
(0060, 'YELLOW', 'FUCHSIA CITY'),
(0060, 'YELLOW', 'PALLET TOWN'),
(0060, 'YELLOW', 'SEAFOAM ISLANDS'),
(0060, 'YELLOW', 'VERMILION CITY'),
(0060, 'YELLOW', 'VIRIDIAN CITY'),
(0060, 'YELLOW', 'SAFARI ZONE'),
(0061, 'RED', 'ROUTE 10'),
(0061, 'RED', 'CELADON CITY'),
(0061, 'BLUE', 'ROUTE 10'),
(0061, 'BLUE', 'CELADON CITY'),
(0061, 'YELLOW', 'ROUTE 22'),
(0061, 'YELLOW', 'ROUTE 23'),
(0063, 'RED', 'ROUTE 24'),
(0063, 'RED', 'ROUTE 25'),
(0063, 'RED', 'CELADON CITY'),
(0063, 'BLUE', 'ROUTE 24'),
(0063, 'BLUE', 'ROUTE 25'),
(0063, 'BLUE', 'CELADON CITY'),
(0063, 'YELLOW', 'ROUTE 5'),
(0063, 'YELLOW', 'ROUTE 6'),
(0063, 'YELLOW', 'ROUTE 7'),
(0063, 'YELLOW', 'ROUTE 8'),
(0063, 'YELLOW', 'CELADON CITY'),
(0064, 'RED', 'CERULEAN CAVE'),
(0064, 'BLUE', 'CERULEAN CAVE'),
(0064, 'YELLOW', 'ROUTE 8'),
(0066, 'RED', 'ROCK TUNNEL'),
(0066, 'RED', 'VICTORY ROAD'),
(0066, 'BLUE', 'ROCK TUNNEL'),
(0066, 'BLUE', 'VICTORY ROAD'),
(0066, 'YELLOW', 'ROUTE 10'),
(0066, 'YELLOW', 'ROCK TUNNEL'),
(0067, 'RED', 'VICTORY ROAD'),
(0067, 'BLUE', 'VICTORY ROAD'),
(0067, 'YELLOW', 'ROUTE 5'),
(0067, 'YELLOW', 'UNDERGROUND PATH 5-6'),
(0067, 'YELLOW', 'VICTORY ROAD'),
(0070, 'RED', 'ROUTE 12'),
(0070, 'RED', 'ROUTE 13'),
(0070, 'RED', 'ROUTE 14'),
(0070, 'RED', 'ROUTE 15'),
(0070, 'BLUE', 'ROUTE 12'),
(0070, 'BLUE', 'ROUTE 13'),
(0070, 'BLUE', 'ROUTE 14'),
(0070, 'BLUE', 'ROUTE 15'),
(0070, 'YELLOW', 'ROUTE 12'),
(0070, 'YELLOW', 'ROUTE 13'),
(0070, 'YELLOW', 'ROUTE 14'),
(0070, 'YELLOW', 'ROUTE 15'),
(0072, 'RED', 'ROUTE 12'),
(0072, 'RED', 'ROUTE 13'),
(0072, 'RED', 'ROUTE 17'),
(0072, 'RED', 'ROUTE 18'),
(0072, 'RED', 'ROUTE 19'),
(0072, 'RED', 'ROUTE 20'),
(0072, 'RED', 'ROUTE 21'),
(0072, 'RED', 'PALLET TOWN'),
(0072, 'RED', 'VIRIDIAN CITY'),
(0072, 'BLUE', 'ROUTE 12'),
(0072, 'BLUE', 'ROUTE 13'),
(0072, 'BLUE', 'ROUTE 17'),
(0072, 'BLUE', 'ROUTE 18'),
(0072, 'BLUE', 'ROUTE 19'),
(0072, 'BLUE', 'ROUTE 20'),
(0072, 'BLUE', 'ROUTE 21'),
(0072, 'BLUE', 'PALLET TOWN'),
(0072, 'BLUE', 'VIRIDIAN CITY'),
(0072, 'YELLOW', 'ROUTE 11'),
(0072, 'YELLOW', 'ROUTE 13'),
(0072, 'YELLOW', 'ROUTE 17'),
(0072, 'YELLOW', 'ROUTE 18'),
(0072, 'YELLOW', 'ROUTE 19'),
(0072, 'YELLOW', 'ROUTE 20'),
(0072, 'YELLOW', 'ROUTE 21'),
(0072, 'YELLOW', 'PALLET TOWN'),
(0072, 'YELLOW', 'SEAFOAM ISLANDS'),
(0072, 'YELLOW', 'VERMILION CITY'),
(0073, 'YELLOW', 'ROUTE 19'),
(0073, 'YELLOW', 'ROUTE 20'),
(0073, 'YELLOW', 'ROUTE 21'),
(0074, 'RED', 'MT. MOON'),
(0074, 'RED', 'ROCK TUNNEL'),
(0074, 'RED', 'VICTORY ROAD'),
(0074, 'BLUE', 'MT. MOON'),
(0074, 'BLUE', 'ROCK TUNNEL'),
(0074, 'BLUE', 'VICTORY ROAD'),
(0074, 'YELLOW', 'MT. MOON'),
(0074, 'YELLOW', 'ROCK TUNNEL'),
(0074, 'YELLOW', 'VICTORY ROAD'),
(0075, 'RED', 'VICTORY ROAD'),
(0075, 'BLUE', 'VICTORY ROAD'),
(0075, 'YELLOW', 'CERULEAN CAVE'),
(0075, 'YELLOW', 'VICTORY ROAD'),
(0077, 'RED', 'POKÉMON MANSION'),
(0077, 'BLUE', 'POKÉMON MANSION'),
(0077, 'YELLOW', 'ROUTE 17'),
(0078, 'RED', 'ROUTE 28'),
(0078, 'RED', 'MT. SILVER'),
(0078, 'RED', 'PEWTER CITY'),
(0078, 'BLUE', 'ROUTE 28'),
(0078, 'BLUE', 'MT. SILVER'),
(0078, 'BLUE', 'PEWTER CITY'),
(0078, 'YELLOW', 'ROUTE 28'),
(0078, 'YELLOW', 'MT. SILVER'),
(0078, 'YELLOW', 'PEWTER CITY'),
(0079, 'RED', 'ROUTE 10'),
(0079, 'RED', 'CELADON CITY'),
(0079, 'RED', 'SEAFOAM ISLANDS'),
(0079, 'RED', 'SAFARI ZONE'),
(0079, 'BLUE', 'ROUTE 10'),
(0079, 'BLUE', 'CELADON CITY'),
(0079, 'BLUE', 'SEAFOAM ISLANDS'),
(0079, 'BLUE', 'SAFARI ZONE'),
(0079, 'YELLOW', 'ROUTE 12'),
(0079, 'YELLOW', 'ROUTE 13'),
(0079, 'YELLOW', 'SEAFOAM ISLANDS'),
(0080, 'RED', 'ROUTE 23'),
(0080, 'RED', 'CERULEAN CAVE'),
(0080, 'RED', 'SEAFOAM ISLANDS'),
(0080, 'BLUE', 'ROUTE 23'),
(0080, 'BLUE', 'CERULEAN CAVE'),
(0080, 'BLUE', 'SEAFOAM ISLANDS'),
(0080, 'YELLOW', 'ROUTE 12'),
(0080, 'YELLOW', 'ROUTE 13'),
(0080, 'YELLOW', 'SEAFOAM ISLANDS'),
(0081, 'RED', 'POWER PLANT'),
(0081, 'BLUE', 'POWER PLANT'),
(0081, 'YELLOW', 'ROUTE 10'),
(0081, 'YELLOW', 'POWER PLANT'),
(0082, 'RED', 'CERULEAN CAVE'),
(0082, 'RED', 'POWER PLANT'),
(0082, 'BLUE', 'CERULEAN CAVE'),
(0082, 'BLUE', 'POWER PLANT'),
(0082, 'YELLOW', 'POWER PLANT'),
(0083, 'RED', 'VERMILION CITY'),
(0083, 'BLUE', 'VERMILION CITY'),
(0083, 'YELLOW', 'ROUTE 12'),
(0083, 'YELLOW', 'ROUTE 13'),
(0084, 'RED', 'ROUTE 16'),
(0084, 'RED', 'ROUTE 17'),
(0084, 'RED', 'ROUTE 18'),
(0084, 'RED', 'SAFARI ZONE'),
(0084, 'BLUE', 'ROUTE 16'),
